epoch,train_loss,validation_loss,psnr_med,psnr_large
91,-26.948453150897386,-26.980853973388673,30.12858969116211,25.931608703613282
92,-26.964844236335907,-26.871989944458008,29.75612621307373,25.910611320495605
93,-26.97500810205224,-26.897360221862794,29.872351791381835,25.90569634246826
94,-26.987620760245154,-27.000544868469238,30.118370315551758,25.96126976776123
95,-26.986866931991273,-26.983946670532227,30.08577646636963,25.95000331878662
96,-27.01558485449073,-26.9054688873291,29.91599210357666,25.901961128234863
97,-26.95347578497047,-26.9995075302124,30.1366263961792,25.953801261901855
98,-26.98399295274955,-26.940776184082033,29.98538706970215,25.92590601348877
99,-27.00867573103582,-26.96592017364502,29.96676300048828,25.965639404296876
100,-26.988419604966364,-26.824124694824217,29.602027809143067,25.898156929016114
