epoch,train_loss,validation_loss,psnr_med,psnr_large
47,-27.117665613789956,-27.15671615600586,30.121107780456544,26.168585655212404
48,-27.203565825504135,-27.1538737411499,30.111837173461915,26.1678858795166
49,-27.17446122796412,-27.1371224899292,30.086741928100587,26.153915954589845
50,-27.12463362188453,-27.18734442138672,30.16660958099365,26.194256126403808
51,-27.205599583477614,-27.193928031921388,30.171428382873536,26.201427940368653
52,-27.205018153703545,-27.148583213806152,30.109749183654785,26.161527923583986
53,-27.197575641343317,-27.11820105743408,30.007339111328125,26.15515492248535
54,-27.195250249003983,-27.178144653320313,30.15755679321289,26.185007209777833
55,-27.201271543464813,-27.085033271789552,30.00068424987793,26.113149383544922
56,-27.170896013419465,-27.191320709228517,30.15865065765381,26.202210845947267
57,-27.20146583465941,-27.134519050598144,30.102073356628416,26.14533419036865
58,-27.259678540476767,-27.226438621520995,30.22412939453125,26.22720831298828
59,-27.22126635517257,-27.221990432739258,30.219211921691894,26.22291655731201
60,-27.235043658678276,-27.240361572265623,30.242722473144532,26.239574546813966
61,-27.232618255919196,-27.246652709960937,30.253547172546387,26.244354469299317
62,-27.235935826700523,-27.192513290405273,30.168426475524903,26.200542205810546
63,-27.228877968047243,-27.234681838989257,30.231592239379882,26.235711753845216
64,-27.220425799548387,-27.223453887939453,30.215357452392578,26.226152732849123
65,-27.244025545766153,-27.25806007385254,30.265154220581056,26.25569538116455
66,-27.2457129869803,-27.133359046936036,30.07432456970215,26.153037246704102
67,-27.249165318401687,-27.21524053192139,30.20247801208496,26.219494636535643
68,-27.22819974982881,-27.255616989135742,30.266690826416017,26.25192561340332
69,-27.226819224566576,-27.24281915283203,30.248446533203126,26.24094326019287
70,-27.256853483587623,-27.204518142700195,30.187359100341798,26.210237884521483
71,-27.253779164348465,-27.16129141998291,30.10152101135254,26.181214881896974
72,-27.271861672876366,-27.238457946777345,30.23242981719971,26.240467208862306
73,-27.274612829504736,-27.22010071563721,30.215749221801758,26.221551208496095
74,-27.276295080602882,-27.27860821533203,30.302332458496092,26.27070027923584
75,-27.25397591001959,-27.279991874694826,30.301257965087892,26.272903121948243
76,-27.270750980453187,-27.283540191650392,30.308747261047362,26.275137786865233
77,-27.29153227331154,-27.22888603210449,30.23801956939697,26.225841537475585
78,-27.2452164000249,-27.293210563659667,30.320162551879882,26.284226684570314
79,-27.28350377937712,-27.042844596862793,29.93652458190918,26.078284477233886
80,-27.291441723644972,-27.26892120361328,30.283817611694335,26.263955574035645
81,-27.27175063630974,-27.292218170166016,30.31218335723877,26.28556310272217
82,-27.263079776231987,-27.295271347045897,30.320433212280275,26.286884002685547
83,-27.299732109464973,-26.976040252685547,29.769019897460936,26.045047019958496
84,-27.268024520570062,-27.09305527496338,30.014549125671387,26.119224029541016
85,-27.302046916399345,-27.241804176330568,30.22483935546875,26.247459259033203
86,-27.243176076516686,-27.29993101501465,30.327057312011718,26.29088899230957
87,-27.30638177271383,-26.957906478881835,29.799965270996093,26.01055348968506
88,-27.238583545760804,-27.20838522338867,30.219076194763183,26.20482154083252
89,-27.304922924573678,-27.306208320617674,30.339303077697753,26.29517682647705
90,-27.31817823767187,-27.278260971069336,30.30042321777344,26.270873611450195
91,-27.31058100210243,-27.309075164794923,30.3411453704834,26.298385108947755
92,-27.32868621643796,-27.27683334350586,30.279405967712403,26.275975845336912
93,-27.302928377432654,-27.273435401916505,30.276902687072752,26.27227961730957
94,-27.23963913024659,-27.286592300415037,30.308303886413576,26.279354957580566
95,-27.284440751094742,-27.271096649169923,30.28557773590088,26.266269538879396
96,-27.354547189051413,-27.285614433288575,30.2984603805542,26.28133242034912
97,-27.293598608191743,-27.32045164489746,30.360941925048827,26.306954833984374
98,-27.329190744346832,-27.300035514831542,30.325778884887697,26.291454261779784
99,-27.31005999196573,-27.149383819580077,30.10171597290039,26.16527304840088
100,-27.346242494317163,-27.252734657287597,30.25520500946045,26.25191121673584
