epoch,train_loss,validation_loss,psnr_med,psnr_large
36,-27.197404116748338,-27.246466239929198,29.851076393127443,26.378262916564942
37,-27.27019888281347,-27.31833332824707,29.95532039642334,26.43933738708496
38,-27.331671391825278,-26.896456550598145,29.540129653930663,26.015232177734376
39,-27.233948437816117,-26.95908197784424,29.427923080444337,26.136134979248048
40,-27.331752701109625,-27.257754692077636,29.980849571228028,26.35005632019043
41,-27.346516521803412,-27.130476417541505,29.72733180999756,26.264858055114747
42,-27.367079928576707,-27.039799423217772,29.688141899108885,26.157018363952638
43,-27.41682242587268,-27.41831996154785,30.091600311279297,26.527226638793945
44,-27.400506547722685,-27.503123153686523,30.18416734313965,26.609441749572753
45,-27.353912604282577,-27.451212280273438,30.123112983703614,26.56057866668701
46,-27.374088545719466,-27.471363235473632,30.130952613830566,26.584833358764648
47,-27.37699301974232,-26.908237747192384,29.30880879211426,26.10804737854004
48,-27.43068790815741,-27.29225407409668,29.950581649780272,26.4061449508667
49,-27.430456731423913,-27.448600914001464,30.082757873535158,26.57054869842529
50,-27.46482889395786,-27.572705253601075,30.23585452270508,26.684988830566407
51,-27.50143430337488,-27.060121536254883,29.61615438079834,26.20811057281494
52,-27.45690160348596,-27.43478227996826,30.106935737609863,26.54406443786621
53,-27.516082117756998,-26.9297859954834,29.433511596679686,26.09521089172363
54,-27.50739150028305,-27.468768196105955,30.108173034667967,26.588966491699217
55,-27.550524107488503,-27.336931579589844,30.03081379699707,26.43897102355957
56,-27.497067105722618,-27.526675521850585,30.171212356567384,26.645163215637208
57,-27.52616901321715,-27.382415458679198,30.03271103668213,26.498983489990234
58,-27.512332961853758,-27.444310394287108,30.173424491882326,26.53460569000244
59,-27.482204452453857,-27.386121307373045,29.991390701293945,26.517698135375976
60,-27.58469349074649,-27.55449680328369,30.222330711364744,26.6652188873291
61,-27.56300910250599,-27.292077560424804,29.876779350280763,26.43051035308838
62,-27.53059902419132,-27.48584122467041,30.210452529907226,26.577637382507323
63,-27.593107519871687,-27.646407699584962,30.298322395324707,26.76243601989746
64,-27.565552054173445,-27.642932235717772,30.303711502075195,26.756005889892577
65,-27.60666285663012,-27.711976799011232,30.39598822784424,26.817306251525878
66,-27.604455590723045,-27.44709899902344,30.123895324707032,26.554833740234375
67,-27.634912665621695,-27.651809776306152,30.299966506958008,26.76909085845947
68,-27.664824246410355,-27.66412149810791,30.34796849822998,26.769505889892578
69,-27.594144023272147,-27.728993644714354,30.409244987487792,26.835576530456542
70,-27.61762186635538,-27.59528382873535,30.27703150177002,26.701368019104002
71,-27.679457827868216,-27.47568906402588,30.12070877838135,26.594015800476075
72,-27.678538865777124,-27.63708053588867,30.336652397155763,26.73722317504883
73,-27.5671849041821,-27.67449907684326,30.36023156738281,26.77925496673584
74,-27.709440466892197,-27.733826469421388,30.39380767059326,26.847166191101074
75,-27.65577647600516,-27.292687705993654,29.835170455932616,26.445193458557128
76,-27.63186721497798,-27.501711906433105,30.220355186462402,26.59549745941162
77,-27.6699249981884,-27.69008878326416,30.348068771362303,26.804095359802247
78,-27.710681854491217,-27.7552748336792,30.439805229187012,26.86043140411377
79,-27.687184185620797,-27.705667221069337,30.379426345825195,26.814414154052734
80,-27.751664340258596,-27.16024352264404,29.65096649169922,26.33000245666504
81,-27.629013228701407,-27.718567588806152,30.381227882385254,26.831014205932618
82,-27.720767891264533,-27.750006118774415,30.40228840637207,26.865912017822264
83,-27.702946643905335,-27.81923388671875,30.50329151916504,26.92454800415039
84,-27.749366935030874,-27.638307525634765,30.31461450958252,26.746205078125
85,-27.6713082742881,-27.547342468261718,30.144509201049804,26.68162020111084
86,-27.750535387441932,-27.777610610961915,30.45203540802002,26.886135749816894
87,-27.72956791911942,-27.848785369873045,30.52342416381836,26.95723917388916
88,-27.698842926329352,-27.809667526245118,30.489575569152834,26.916364852905275
89,-27.74561752076168,-27.764693534851073,30.41542049407959,26.88111787414551
90,-27.6718921281427,-27.79817189025879,30.467683921813965,26.90833458709717
91,-27.797134171444107,-27.4924181060791,30.04577355194092,26.64129956817627
92,-27.723685564747843,-27.67315859222412,30.345418876647948,26.782405151367186
93,-27.768013502022185,-27.825695083618164,30.491694480895998,26.937028564453126
94,-27.791418273135484,-27.7531178817749,30.372494956970215,26.87999208831787
95,-27.790287283787215,-27.688687286376954,30.255327262878417,26.83314060974121
96,-27.82238100059479,-27.853407066345216,30.530578048706055,26.961016830444336
97,-27.784810077621643,-27.588233283996583,30.21087501525879,26.714019424438476
98,-27.78493669213527,-27.80237272644043,30.405476585388183,26.934671409606935
99,-27.731947439125335,-27.735307777404785,30.373107421875,26.856041313171385
100,-27.787013088089537,-27.798654609680177,30.445922088623046,26.91623226928711
