epoch,train_loss,validation_loss,psnr_med,psnr_large
58,-26.980887188854446,-27.064435913085937,29.98794118499756,26.089934196472168
59,-27.13112918504206,-27.079068466186524,30.009744338989258,26.102176589965822
60,-27.13922269600796,-27.14910422515869,30.11443409729004,26.160660957336425
61,-27.161440055208853,-27.13037771606445,30.074559211730957,26.14898373413086
62,-27.146089523437013,-27.134510330200197,30.089355834960937,26.149561767578124
63,-27.15388786650274,-27.162537338256836,30.131885284423827,26.172754806518554
64,-27.125307599861785,-27.17688523864746,30.155266860961913,26.1840913772583
65,-27.148940135758238,-26.536498863220213,29.274688362121584,25.62376901245117
66,-27.151158443010186,-27.167790351867676,30.133393043518065,26.179256134033203
67,-27.11790667682055,-27.172035636901857,30.128663414001466,26.186493049621582
68,-27.19477029625638,-27.173406150817872,30.135113533020018,26.18617032623291
69,-27.121181814794046,-27.157090438842772,30.098521812438964,26.176613258361815
70,-27.179201855602493,-27.09540229034424,30.002392196655272,26.12640573120117
71,-27.200629352098442,-27.1204792098999,30.037317741394045,26.14819973754883
72,-27.158345796197533,-27.195219802856446,30.178731521606444,26.200715927124023
73,-27.20406945673118,-27.021041580200194,29.96565991973877,26.039502044677736
74,-27.199396900921705,-27.202895935058592,30.185559310913085,26.20867478942871
75,-27.218891683327723,-27.042599578857423,29.94811819458008,26.074093322753907
76,-27.1764471882368,-27.18182682800293,30.151369514465333,26.19197920227051
77,-27.180859569534363,-27.213846351623534,30.200833740234376,26.218183868408204
78,-27.21711487789078,-26.99788840484619,29.852486877441407,26.046355560302736
79,-27.115296853965972,-27.223271873474122,30.21638431549072,26.225567764282225
80,-27.24058759165,-27.20829662322998,30.192341102600096,26.213615043640136
81,-27.230654492321243,-27.23233679199219,30.228851905822754,26.233498481750487
82,-27.165559175954872,-26.992042694091797,29.89666201019287,26.02383634185791
83,-27.18744660183728,-27.21209917449951,30.198833351135253,26.21652113342285
84,-27.185633192024383,-27.22408660888672,30.21206044006348,26.22809531402588
85,-27.187930916410043,-26.83611558532715,29.645863494873048,25.899532958984373
86,-27.21937556475757,-26.910419921875,29.759781623840333,25.960632652282715
87,-27.23099308089906,-27.221460144042968,30.204015991210937,26.227274925231935
88,-27.221008726325167,-27.09514990234375,29.972020240783692,26.13619316101074
89,-27.211317176362908,-26.84153746795654,29.69342322540283,25.890908920288087
90,-27.20516809714268,-27.255433319091797,30.263045768737793,26.252895767211914
91,-27.25494853623835,-27.238400535583494,30.24555628967285,26.236015281677247
92,-27.266235480745475,-27.257289627075195,30.266434577941894,26.25424125671387
93,-27.218901037694923,-26.92444514465332,29.716575912475587,25.993734901428223
94,-27.200751460405936,-26.93310562133789,29.83562949371338,25.965597602844237
95,-27.210203930676222,-27.2216548538208,30.213165756225585,26.224484542846678
96,-27.17614627549373,-27.17412038421631,30.130967964172363,26.188504486083986
97,-27.270953904110122,-27.266057670593263,30.277470359802248,26.262253395080567
98,-27.244081763157332,-27.262132232666016,30.26762713623047,26.26030054473877
99,-27.2394951976153,-26.926770233154297,29.738649871826173,25.98947705078125
100,-27.242741991324255,-27.080870315551756,29.975253494262695,26.11607587432861
