epoch,train_loss,validation_loss,psnr_med,psnr_large
47,-27.49884391875856,-27.523141761779787,30.2765678024292,26.60533296966553
48,-27.55056823487301,-27.573017234802247,30.35462092590332,26.645816047668458
49,-27.505932218999977,-27.343358459472658,30.111425453186037,26.420669395446776
50,-27.536797116952112,-27.557791030883788,30.298786178588866,26.64412589263916
51,-27.529273378896523,-27.48134900665283,30.214815017700197,26.570193725585938
52,-27.562350945643693,-27.127098960876467,29.71079190826416,26.265867950439453
53,-27.573466616322793,-27.454170532226563,30.177453575134276,26.546409484863283
54,-27.58174519329907,-27.594786437988283,30.32571757507324,26.68447597503662
55,-27.531092875507248,-27.592341674804686,30.339990234375,26.676458709716798
56,-27.565489749984437,-27.450491889953614,30.17666683959961,26.541766891479494
57,-27.574308790533667,-27.63605947113037,30.336820899963378,26.735805671691896
58,-27.60162156701563,-27.507236465454103,30.24436608886719,26.594859886169434
59,-27.62744275887174,-27.56030778503418,30.273322654724122,26.655969467163086
60,-27.606195844977027,-27.568043838500977,30.308358665466308,26.65460565185547
61,-27.63196233164267,-27.636289642333985,30.376281898498537,26.722958938598634
62,-27.615409820678224,-27.651615493774415,30.39320774078369,26.73775146484375
63,-27.672930044956892,-27.442895904541015,30.12203926086426,26.549848052978515
64,-27.667552112108208,-27.600180992126464,30.25773215484619,26.714330657958985
65,-27.629513136419167,-27.611642768859863,30.364992599487305,26.6938595123291
66,-27.672468200622802,-27.584045349121094,30.321946022033693,26.67141177368164
67,-27.654664886900154,-27.631884284973143,30.358980499267577,26.722852111816405
68,-27.646164411567597,-27.700506187438965,30.421244583129884,26.793593383789062
69,-27.695270507934083,-27.71680892944336,30.45388794708252,26.804449142456054
70,-27.66669832662757,-27.565442474365234,30.29387033843994,26.65596654510498
71,-27.677149510478593,-27.425697830200196,30.12893534088135,26.524618560791016
72,-27.668088137866018,-27.685258056640624,30.416562019348145,26.774823348999025
73,-27.693655743541946,-27.70524143218994,30.455080932617186,26.788628311157225
74,-27.69574166864038,-27.707610847473145,30.41323415374756,26.805736473083495
75,-27.72254128475113,-27.683096153259278,30.409585083007812,26.7742666015625
76,-27.699719668384567,-27.523936836242676,30.07914739227295,26.67220012664795
77,-27.711327321025955,-27.606405769348143,30.225296127319336,26.733442321777343
78,-27.731839290178154,-27.717274627685548,30.432511108398437,26.812195960998537
79,-27.72229425650669,-27.693621345520018,30.382284072875976,26.79740047454834
80,-27.748218278011002,-27.71618383026123,30.421918510437013,26.81427236175537
81,-27.744602917675003,-27.651931106567382,30.310086181640624,26.765879341125487
82,-27.727801379929502,-27.771896308898924,30.495646598815917,26.863979438781737
83,-27.698983880153214,-27.75220166015625,30.450559120178223,26.85274927520752
84,-27.758302567014656,-27.773570640563964,30.47672173309326,26.872520286560057
85,-27.731903805675735,-27.619641471862792,30.324568801879884,26.71799897003174
86,-27.76024693796834,-27.71674648284912,30.401464988708497,26.821840492248533
87,-27.758470102135405,-27.60391535949707,30.28448300933838,26.71039274597168
88,-27.750341460999266,-27.688667991638184,30.39917826080322,26.78516466522217
89,-27.716475634935843,-27.802769302368166,30.50452423095703,26.902184394836425
90,-27.78213577726448,-27.712405403137208,30.423556907653808,26.80868832397461
91,-27.763873233263237,-27.7795386428833,30.462526947021484,26.88520905303955
92,-27.786434439548934,-27.635842750549315,30.34215983581543,26.733737060546876
93,-27.80345307308364,-27.77609803009033,30.465419471740724,26.879657524108886
94,-27.800237724030634,-27.679584762573242,30.371519744873048,26.782273109436034
95,-27.782257080078125,-27.81645682525635,30.502431747436525,26.92113188934326
96,-27.76893861170309,-27.707190101623535,30.420192855834962,26.802855911254884
97,-27.79636111772393,-27.743274757385255,30.391798309326173,26.860433708190918
98,-27.80683769742806,-27.757251907348632,30.42161321258545,26.86913146972656
99,-27.79312780463838,-27.75108728790283,30.4141630859375,26.86339552307129
100,-27.818416496672004,-27.775810340881346,30.47039380645752,26.877615844726563
